Metraje,Cantidad de habitaciones,Baños,apartment_type,project_name,project_url,project_description,project_c_time,project_m_time,project_img_url,project_zone,project_status,project_lat,project_lon,Parqueos,Cuotas desde,Precio desde,Incluye bodega,Incluye área de servicio
86.16m²,3,2,A,paseo-los-bosques,https://citymap.com.gt/propiedades/paseo-los-bosques/,"Ubicados en Ciudad Quetzal con precio desde Q5,000. Con apartamentos de 1, 2 o 3 habitaciones. Con más de 9 amenidades. Direccion:  Km 2.8 carretera chillani, Ciudad Quetzal..",2022-03-29T17:27:44+00:00,2024-09-25T18:26:23+00:00,https://citymap.com.gt/wp-content/uploads/2022/03/270952361_406750247894629_4419941470908158431_n.jpg,ciudad-quetzal,Null,14.708159,-90.555728,1,,,,
88.16m²,3,2,D,paseo-los-bosques,https://citymap.com.gt/propiedades/paseo-los-bosques/,"Ubicados en Ciudad Quetzal con precio desde Q5,000. Con apartamentos de 1, 2 o 3 habitaciones. Con más de 9 amenidades. Direccion:  Km 2.8 carretera chillani, Ciudad Quetzal..",2022-03-29T17:27:44+00:00,2024-09-25T18:26:23+00:00,https://citymap.com.gt/wp-content/uploads/2022/03/270952361_406750247894629_4419941470908158431_n.jpg,ciudad-quetzal,Null,14.708159,-90.555728,1,,,,
122.76m²,3,3,I,paseo-los-bosques,https://citymap.com.gt/propiedades/paseo-los-bosques/,"Ubicados en Ciudad Quetzal con precio desde Q5,000. Con apartamentos de 1, 2 o 3 habitaciones. Con más de 9 amenidades. Direccion:  Km 2.8 carretera chillani, Ciudad Quetzal..",2022-03-29T17:27:44+00:00,2024-09-25T18:26:23+00:00,https://citymap.com.gt/wp-content/uploads/2022/03/270952361_406750247894629_4419941470908158431_n.jpg,ciudad-quetzal,Null,14.708159,-90.555728,2,,,,
32m²,1,1,Ciprés,torre-miraflores,https://citymap.com.gt/propiedades/torre-miraflores/,"Ubicados en Zona 11 con precio desde Q4,473. Con apartamentos de 1, 2 o 3 habitaciones. Con más de 5 amenidades. Direccion: 7 calle de Zona 11.",2024-04-11T16:46:29+00:00,2025-01-07T20:11:51+00:00,https://citymap.com.gt/wp-content/uploads/2024/04/4a0e7d_01f5ccaf4edf46fd8f9f8c497566fc38mv2.jpg,zona-11,Null,14.6185899,-90.5524098,1,"Q4,301.48","Q761,990.691",,
37m²,1,1,Nogal,torre-miraflores,https://citymap.com.gt/propiedades/torre-miraflores/,"Ubicados en Zona 11 con precio desde Q4,473. Con apartamentos de 1, 2 o 3 habitaciones. Con más de 5 amenidades. Direccion: 7 calle de Zona 11.",2024-04-11T16:46:29+00:00,2025-01-07T20:11:51+00:00,https://citymap.com.gt/wp-content/uploads/2024/04/4a0e7d_01f5ccaf4edf46fd8f9f8c497566fc38mv2.jpg,zona-11,Null,14.6185899,-90.5524098,1,"Q4,764.24","Q856,734.934",,
50m²,2,2,Fresno,torre-miraflores,https://citymap.com.gt/propiedades/torre-miraflores/,"Ubicados en Zona 11 con precio desde Q4,473. Con apartamentos de 1, 2 o 3 habitaciones. Con más de 5 amenidades. Direccion: 7 calle de Zona 11.",2024-04-11T16:46:29+00:00,2025-01-07T20:11:51+00:00,https://citymap.com.gt/wp-content/uploads/2024/04/4a0e7d_01f5ccaf4edf46fd8f9f8c497566fc38mv2.jpg,zona-11,Null,14.6185899,-90.5524098,2,"Q6,458.12","Q1,226,313.47",,
60m²,3,2,Álamo,torre-miraflores,https://citymap.com.gt/propiedades/torre-miraflores/,"Ubicados en Zona 11 con precio desde Q4,473. Con apartamentos de 1, 2 o 3 habitaciones. Con más de 5 amenidades. Direccion: 7 calle de Zona 11.",2024-04-11T16:46:29+00:00,2025-01-07T20:11:51+00:00,https://citymap.com.gt/wp-content/uploads/2024/04/4a0e7d_01f5ccaf4edf46fd8f9f8c497566fc38mv2.jpg,zona-11,Null,14.6185899,-90.5524098,2,"Q7,625.07","Q1,363,804.23",,
,1,1,A P A R T A M E N T O   A,arles,https://citymap.com.gt/propiedades/arles/,"Ubicados en Zona 15. Con apartamentos de 1, 2 o 3 habitaciones. Con más de 10 amenidades. Direccion: 23 Avenida, Vista Hermosa II, Zona 15. A les apa tame tos e  zo a 15
P oyecto de 20  iveles e  Zo a 15 VH II, i spi ado e  la ciudad de A lés, F a cia. El edificio t a smite el estilo de vida de esta ciudad lle a de a te, cultu a y estilo. Cada apa tame to fo ma pa te de u a colecció  de vivie das co  vista e i spi ació .",2021-07-27T20:48:40+00:00,2024-05-21T19:41:50+00:00,https://citymap.com.gt/wp-content/uploads/2021/07/176214159_298319451673229_5091186254655031652_n.jpg,zona-15,Null,14.584519,-90.488414,,,,,
,2,2,A P A R T A M E N T O   B,arles,https://citymap.com.gt/propiedades/arles/,"Ubicados en Zona 15. Con apartamentos de 1, 2 o 3 habitaciones. Con más de 10 amenidades. Direccion: 23 Avenida, Vista Hermosa II, Zona 15. A les apa tame tos e  zo a 15
P oyecto de 20  iveles e  Zo a 15 VH II, i spi ado e  la ciudad de A lés, F a cia. El edificio t a smite el estilo de vida de esta ciudad lle a de a te, cultu a y estilo. Cada apa tame to fo ma pa te de u a colecció  de vivie das co  vista e i spi ació .",2021-07-27T20:48:40+00:00,2024-05-21T19:41:50+00:00,https://citymap.com.gt/wp-content/uploads/2021/07/176214159_298319451673229_5091186254655031652_n.jpg,zona-15,Null,14.584519,-90.488414,,,,,
,3,2,A P A R T A M E N T O   C,arles,https://citymap.com.gt/propiedades/arles/,"Ubicados en Zona 15. Con apartamentos de 1, 2 o 3 habitaciones. Con más de 10 amenidades. Direccion: 23 Avenida, Vista Hermosa II, Zona 15. A les apa tame tos e  zo a 15
P oyecto de 20  iveles e  Zo a 15 VH II, i spi ado e  la ciudad de A lés, F a cia. El edificio t a smite el estilo de vida de esta ciudad lle a de a te, cultu a y estilo. Cada apa tame to fo ma pa te de u a colecció  de vivie das co  vista e i spi ació .",2021-07-27T20:48:40+00:00,2024-05-21T19:41:50+00:00,https://citymap.com.gt/wp-content/uploads/2021/07/176214159_298319451673229_5091186254655031652_n.jpg,zona-15,Null,14.584519,-90.488414,,,,,
57.73m²,1,1,1D,joya-de-santa-lucia-apartamentos,https://citymap.com.gt/propiedades/joya-de-santa-lucia-apartamentos/,"Ubicados en Santa Lucía Milpas Altas. Con apartamentos de 1, 2 o 3 habitaciones. Con más de 5 amenidades. Direccion: km 34 a La Antigua Guatemala Santa Lucía Milpas Altas, Guatemala.",2021-11-09T17:07:26+00:00,2024-01-25T21:01:03+00:00,https://citymap.com.gt/wp-content/uploads/2021/11/Santa-Lucia.png,santa-lucia-milpas-altas,Null,14.579186,-90.671859,1,,,,
67.95m²,1,1,1D+,joya-de-santa-lucia-apartamentos,https://citymap.com.gt/propiedades/joya-de-santa-lucia-apartamentos/,"Ubicados en Santa Lucía Milpas Altas. Con apartamentos de 1, 2 o 3 habitaciones. Con más de 5 amenidades. Direccion: km 34 a La Antigua Guatemala Santa Lucía Milpas Altas, Guatemala.",2021-11-09T17:07:26+00:00,2024-01-25T21:01:03+00:00,https://citymap.com.gt/wp-content/uploads/2021/11/Santa-Lucia.png,santa-lucia-milpas-altas,Null,14.579186,-90.671859,1,,,,
75.36m²,2,2,2D,joya-de-santa-lucia-apartamentos,https://citymap.com.gt/propiedades/joya-de-santa-lucia-apartamentos/,"Ubicados en Santa Lucía Milpas Altas. Con apartamentos de 1, 2 o 3 habitaciones. Con más de 5 amenidades. Direccion: km 34 a La Antigua Guatemala Santa Lucía Milpas Altas, Guatemala.",2021-11-09T17:07:26+00:00,2024-01-25T21:01:03+00:00,https://citymap.com.gt/wp-content/uploads/2021/11/Santa-Lucia.png,santa-lucia-milpas-altas,Null,14.579186,-90.671859,2,,,,
136.07m²,3,2.5,3D,joya-de-santa-lucia-apartamentos,https://citymap.com.gt/propiedades/joya-de-santa-lucia-apartamentos/,"Ubicados en Santa Lucía Milpas Altas. Con apartamentos de 1, 2 o 3 habitaciones. Con más de 5 amenidades. Direccion: km 34 a La Antigua Guatemala Santa Lucía Milpas Altas, Guatemala.",2021-11-09T17:07:26+00:00,2024-01-25T21:01:03+00:00,https://citymap.com.gt/wp-content/uploads/2021/11/Santa-Lucia.png,santa-lucia-milpas-altas,Null,14.579186,-90.671859,2,,,,
146.30m²,3,2.5,D3+,joya-de-santa-lucia-apartamentos,https://citymap.com.gt/propiedades/joya-de-santa-lucia-apartamentos/,"Ubicados en Santa Lucía Milpas Altas. Con apartamentos de 1, 2 o 3 habitaciones. Con más de 5 amenidades. Direccion: km 34 a La Antigua Guatemala Santa Lucía Milpas Altas, Guatemala.",2021-11-09T17:07:26+00:00,2024-01-25T21:01:03+00:00,https://citymap.com.gt/wp-content/uploads/2021/11/Santa-Lucia.png,santa-lucia-milpas-altas,Null,14.579186,-90.671859,2,,,,
,1,1,S40,parque-vista-verde,https://citymap.com.gt/propiedades/parque-vista-verde/,"Ubicados en Zona 15 con precio desde Q9,000. Con apartamentos de 1, 2 o 3 habitaciones. Con más de 9 amenidades. Direccion: 15 avenida 3a. calle zona 15. Colonia Independencia 01015-Guatemala.",2024-02-05T20:21:44+00:00,2024-09-25T19:31:27+00:00,https://citymap.com.gt/wp-content/uploads/2024/02/parque-vista-verde.png,zona-15,Null,14.604127,-90.5005183,1,,"Q870,000",,Si
,2,2,S54,parque-vista-verde,https://citymap.com.gt/propiedades/parque-vista-verde/,"Ubicados en Zona 15 con precio desde Q9,000. Con apartamentos de 1, 2 o 3 habitaciones. Con más de 9 amenidades. Direccion: 15 avenida 3a. calle zona 15. Colonia Independencia 01015-Guatemala.",2024-02-05T20:21:44+00:00,2024-09-25T19:31:27+00:00,https://citymap.com.gt/wp-content/uploads/2024/02/parque-vista-verde.png,zona-15,Null,14.604127,-90.5005183,2,,"Q1,100,000",,Si
,2,2,S56,parque-vista-verde,https://citymap.com.gt/propiedades/parque-vista-verde/,"Ubicados en Zona 15 con precio desde Q9,000. Con apartamentos de 1, 2 o 3 habitaciones. Con más de 9 amenidades. Direccion: 15 avenida 3a. calle zona 15. Colonia Independencia 01015-Guatemala.",2024-02-05T20:21:44+00:00,2024-09-25T19:31:27+00:00,https://citymap.com.gt/wp-content/uploads/2024/02/parque-vista-verde.png,zona-15,Null,14.604127,-90.5005183,2,,,,Si
,3,2,S70,parque-vista-verde,https://citymap.com.gt/propiedades/parque-vista-verde/,"Ubicados en Zona 15 con precio desde Q9,000. Con apartamentos de 1, 2 o 3 habitaciones. Con más de 9 amenidades. Direccion: 15 avenida 3a. calle zona 15. Colonia Independencia 01015-Guatemala.",2024-02-05T20:21:44+00:00,2024-09-25T19:31:27+00:00,https://citymap.com.gt/wp-content/uploads/2024/02/parque-vista-verde.png,zona-15,Null,14.604127,-90.5005183,2,,"Q1,200,000",,Si
,3,2,S72,parque-vista-verde,https://citymap.com.gt/propiedades/parque-vista-verde/,"Ubicados en Zona 15 con precio desde Q9,000. Con apartamentos de 1, 2 o 3 habitaciones. Con más de 9 amenidades. Direccion: 15 avenida 3a. calle zona 15. Colonia Independencia 01015-Guatemala.",2024-02-05T20:21:44+00:00,2024-09-25T19:31:27+00:00,https://citymap.com.gt/wp-content/uploads/2024/02/parque-vista-verde.png,zona-15,Null,14.604127,-90.5005183,2,,"Q1,370,000",,Si
,3,2,S74,parque-vista-verde,https://citymap.com.gt/propiedades/parque-vista-verde/,"Ubicados en Zona 15 con precio desde Q9,000. Con apartamentos de 1, 2 o 3 habitaciones. Con más de 9 amenidades. Direccion: 15 avenida 3a. calle zona 15. Colonia Independencia 01015-Guatemala.",2024-02-05T20:21:44+00:00,2024-09-25T19:31:27+00:00,https://citymap.com.gt/wp-content/uploads/2024/02/parque-vista-verde.png,zona-15,Null,14.604127,-90.5005183,2,,,,Si
,3,2,S91 A &amp; B,parque-vista-verde,https://citymap.com.gt/propiedades/parque-vista-verde/,"Ubicados en Zona 15 con precio desde Q9,000. Con apartamentos de 1, 2 o 3 habitaciones. Con más de 9 amenidades. Direccion: 15 avenida 3a. calle zona 15. Colonia Independencia 01015-Guatemala.",2024-02-05T20:21:44+00:00,2024-09-25T19:31:27+00:00,https://citymap.com.gt/wp-content/uploads/2024/02/parque-vista-verde.png,zona-15,Null,14.604127,-90.5005183,2,,"Q1,600,000",,Si
,3,2,S92,parque-vista-verde,https://citymap.com.gt/propiedades/parque-vista-verde/,"Ubicados en Zona 15 con precio desde Q9,000. Con apartamentos de 1, 2 o 3 habitaciones. Con más de 9 amenidades. Direccion: 15 avenida 3a. calle zona 15. Colonia Independencia 01015-Guatemala.",2024-02-05T20:21:44+00:00,2024-09-25T19:31:27+00:00,https://citymap.com.gt/wp-content/uploads/2024/02/parque-vista-verde.png,zona-15,Null,14.604127,-90.5005183,2,,,,Si
,3,2,S93,parque-vista-verde,https://citymap.com.gt/propiedades/parque-vista-verde/,"Ubicados en Zona 15 con precio desde Q9,000. Con apartamentos de 1, 2 o 3 habitaciones. Con más de 9 amenidades. Direccion: 15 avenida 3a. calle zona 15. Colonia Independencia 01015-Guatemala.",2024-02-05T20:21:44+00:00,2024-09-25T19:31:27+00:00,https://citymap.com.gt/wp-content/uploads/2024/02/parque-vista-verde.png,zona-15,Null,14.604127,-90.5005183,2,,,,Si
36.7m²,1,1,A1,santina-apartamentos,https://citymap.com.gt/propiedades/santina-apartamentos/,"Ubicados en Zona 11 con precio desde Q5,300. Con apartamentos de 1, 2 o 3 habitaciones. Con más de 7 amenidades. Direccion: 13 Calle Zona 11.",2022-10-19T17:08:51+00:00,2024-05-21T19:00:24+00:00,https://citymap.com.gt/wp-content/uploads/2022/10/santina-apartamentos-zona-11.jpg,zona-11,Lanzamiento,14.6064417,-90.547248,2,,,,
36.7m²,1,1,A2,santina-apartamentos,https://citymap.com.gt/propiedades/santina-apartamentos/,"Ubicados en Zona 11 con precio desde Q5,300. Con apartamentos de 1, 2 o 3 habitaciones. Con más de 7 amenidades. Direccion: 13 Calle Zona 11.",2022-10-19T17:08:51+00:00,2024-05-21T19:00:24+00:00,https://citymap.com.gt/wp-content/uploads/2022/10/santina-apartamentos-zona-11.jpg,zona-11,Lanzamiento,14.6064417,-90.547248,2,,,,
50.8m²,2,2,B,santina-apartamentos,https://citymap.com.gt/propiedades/santina-apartamentos/,"Ubicados en Zona 11 con precio desde Q5,300. Con apartamentos de 1, 2 o 3 habitaciones. Con más de 7 amenidades. Direccion: 13 Calle Zona 11.",2022-10-19T17:08:51+00:00,2024-05-21T19:00:24+00:00,https://citymap.com.gt/wp-content/uploads/2022/10/santina-apartamentos-zona-11.jpg,zona-11,Lanzamiento,14.6064417,-90.547248,2,,,,
67.1m²,3,2,C,santina-apartamentos,https://citymap.com.gt/propiedades/santina-apartamentos/,"Ubicados en Zona 11 con precio desde Q5,300. Con apartamentos de 1, 2 o 3 habitaciones. Con más de 7 amenidades. Direccion: 13 Calle Zona 11.",2022-10-19T17:08:51+00:00,2024-05-21T19:00:24+00:00,https://citymap.com.gt/wp-content/uploads/2022/10/santina-apartamentos-zona-11.jpg,zona-11,Lanzamiento,14.6064417,-90.547248,2,,,,
78m²,2,2,Modelo 78m²,alena,https://citymap.com.gt/propiedades/alena/,"Ubicados en Zona 15 con precio desde $1,000. Con apartamentos de 2 o 3 habitaciones. Con más de 7 amenidades. Direccion: 1ra calle 20-55 Zona 15 Vista Hermosa II.",2022-06-21T17:52:06+00:00,2024-01-10T17:46:42+00:00,https://citymap.com.gt/wp-content/uploads/2022/06/AreaComercial.jpg,zona-15,Null,14.588931,-90.491799,,,,,
112.33m²,2,2,Apartamento con Jardín,alena,https://citymap.com.gt/propiedades/alena/,"Ubicados en Zona 15 con precio desde $1,000. Con apartamentos de 2 o 3 habitaciones. Con más de 7 amenidades. Direccion: 1ra calle 20-55 Zona 15 Vista Hermosa II.",2022-06-21T17:52:06+00:00,2024-01-10T17:46:42+00:00,https://citymap.com.gt/wp-content/uploads/2022/06/AreaComercial.jpg,zona-15,Null,14.588931,-90.491799,,,,,
105m²,3,3,Modelo 105m²,alena,https://citymap.com.gt/propiedades/alena/,"Ubicados en Zona 15 con precio desde $1,000. Con apartamentos de 2 o 3 habitaciones. Con más de 7 amenidades. Direccion: 1ra calle 20-55 Zona 15 Vista Hermosa II.",2022-06-21T17:52:06+00:00,2024-01-10T17:46:42+00:00,https://citymap.com.gt/wp-content/uploads/2022/06/AreaComercial.jpg,zona-15,Null,14.588931,-90.491799,,,,,
117m²,3,3,Modelo 117m²,alena,https://citymap.com.gt/propiedades/alena/,"Ubicados en Zona 15 con precio desde $1,000. Con apartamentos de 2 o 3 habitaciones. Con más de 7 amenidades. Direccion: 1ra calle 20-55 Zona 15 Vista Hermosa II.",2022-06-21T17:52:06+00:00,2024-01-10T17:46:42+00:00,https://citymap.com.gt/wp-content/uploads/2022/06/AreaComercial.jpg,zona-15,Null,14.588931,-90.491799,,,,,
156m²,3,4,Modelo 156m²,alena,https://citymap.com.gt/propiedades/alena/,"Ubicados en Zona 15 con precio desde $1,000. Con apartamentos de 2 o 3 habitaciones. Con más de 7 amenidades. Direccion: 1ra calle 20-55 Zona 15 Vista Hermosa II.",2022-06-21T17:52:06+00:00,2024-01-10T17:46:42+00:00,https://citymap.com.gt/wp-content/uploads/2022/06/AreaComercial.jpg,zona-15,Null,14.588931,-90.491799,,,,,Si
176.98m²,3,3,Apartamento con Jardín,alena,https://citymap.com.gt/propiedades/alena/,"Ubicados en Zona 15 con precio desde $1,000. Con apartamentos de 2 o 3 habitaciones. Con más de 7 amenidades. Direccion: 1ra calle 20-55 Zona 15 Vista Hermosa II.",2022-06-21T17:52:06+00:00,2024-01-10T17:46:42+00:00,https://citymap.com.gt/wp-content/uploads/2022/06/AreaComercial.jpg,zona-15,Null,14.588931,-90.491799,,,,,
185.62m²,3,3,Apartamento con Jardín,alena,https://citymap.com.gt/propiedades/alena/,"Ubicados en Zona 15 con precio desde $1,000. Con apartamentos de 2 o 3 habitaciones. Con más de 7 amenidades. Direccion: 1ra calle 20-55 Zona 15 Vista Hermosa II.",2022-06-21T17:52:06+00:00,2024-01-10T17:46:42+00:00,https://citymap.com.gt/wp-content/uploads/2022/06/AreaComercial.jpg,zona-15,Null,14.588931,-90.491799,,,,,
392.32m²,3,5,PH,alena,https://citymap.com.gt/propiedades/alena/,"Ubicados en Zona 15 con precio desde $1,000. Con apartamentos de 2 o 3 habitaciones. Con más de 7 amenidades. Direccion: 1ra calle 20-55 Zona 15 Vista Hermosa II.",2022-06-21T17:52:06+00:00,2024-01-10T17:46:42+00:00,https://citymap.com.gt/wp-content/uploads/2022/06/AreaComercial.jpg,zona-15,Null,14.588931,-90.491799,,,,,Si
379.05m²,3,5,PH,alena,https://citymap.com.gt/propiedades/alena/,"Ubicados en Zona 15 con precio desde $1,000. Con apartamentos de 2 o 3 habitaciones. Con más de 7 amenidades. Direccion: 1ra calle 20-55 Zona 15 Vista Hermosa II.",2022-06-21T17:52:06+00:00,2024-01-10T17:46:42+00:00,https://citymap.com.gt/wp-content/uploads/2022/06/AreaComercial.jpg,zona-15,Null,14.588931,-90.491799,,,,,Si
62m²,2,1 y 2,Tómus Bold,tomus-apartamentos,https://citymap.com.gt/propiedades/tomus-apartamentos/,"Ubicados en Zona 15 con precio desde $1,345. Con apartamentos de 2 o 3 habitaciones. Con más de 11 amenidades. Direccion: 16 Avenida 0-20 Colonia El Maestro Zona 15, Guatemala City, Guatemala.",2022-05-26T17:51:11+00:00,2024-10-25T22:06:02+00:00,https://citymap.com.gt/wp-content/uploads/2022/05/274953048_125130426745600_8012063136794725108_n.jpg,zona-15,Null,14.598397,-90.499166,2,"Q7,925",,,
79m²,3,2,Tómus Plus,tomus-apartamentos,https://citymap.com.gt/propiedades/tomus-apartamentos/,"Ubicados en Zona 15 con precio desde $1,345. Con apartamentos de 2 o 3 habitaciones. Con más de 11 amenidades. Direccion: 16 Avenida 0-20 Colonia El Maestro Zona 15, Guatemala City, Guatemala.",2022-05-26T17:51:11+00:00,2024-10-25T22:06:02+00:00,https://citymap.com.gt/wp-content/uploads/2022/05/274953048_125130426745600_8012063136794725108_n.jpg,zona-15,Null,14.598397,-90.499166,2,"Q8,220",,,
83m²,3,2,A,villas-del-choacorral,https://citymap.com.gt/propiedades/villas-del-choacorral/,"Ubicados en San Lucas Sacatepéquez. Con apartamentos de 3 habitaciones. Con más de 7 amenidades. Direccion: km 26.5 carretera a san lucas Sacatepéquez. Villas del Choaco al apa tame tos e  Sa  Lucas Sacatepéquez
Apa tame tos Villas del Choaco al, usted y su familia disf uta á  de u  ambie te sa o y ecológico, apa tado del bullicio de la capital pe o de t o del pe ímet o met opolita o. A 15 mi utos de la histó ica Ciudad de A tigua Guatemala, 10 de la Ciudad Capital y a 5 mi utos de lib e ías,  estau a tes, supe me cados y colegios de p estigio.",2021-11-17T20:41:12+00:00,2024-08-19T15:47:05+00:00,https://citymap.com.gt/wp-content/uploads/2021/11/proyecto_2.jpg,san-lucas-sacatepequez,Null,14.597373,-90.651828,2,"Q5,159","Q798,760",,
40m²,2,1,Opción 1,naos-apartamentos,https://citymap.com.gt/propiedades/naos-apartamentos/,"Ubicados en Boca del Monte con precio desde Q2,490. Con apartamentos de 2 o 3 habitaciones. Con más de 8 amenidades. Direccion: 4ta. Calle 4-91 zona 3 Boca del Monte .",2021-08-10T17:27:09+00:00,2024-09-25T17:01:31+00:00,https://citymap.com.gt/wp-content/uploads/2021/08/208039785_178759057547598_7094731665832195547_n.jpg,boca-del-monte,Null,14.540592,-90.52199,1,,,,
49m²,2,1,Opción 2,naos-apartamentos,https://citymap.com.gt/propiedades/naos-apartamentos/,"Ubicados en Boca del Monte con precio desde Q2,490. Con apartamentos de 2 o 3 habitaciones. Con más de 8 amenidades. Direccion: 4ta. Calle 4-91 zona 3 Boca del Monte .",2021-08-10T17:27:09+00:00,2024-09-25T17:01:31+00:00,https://citymap.com.gt/wp-content/uploads/2021/08/208039785_178759057547598_7094731665832195547_n.jpg,boca-del-monte,Null,14.540592,-90.52199,1,,,,
51m²,3,1,Opción 3,naos-apartamentos,https://citymap.com.gt/propiedades/naos-apartamentos/,"Ubicados en Boca del Monte con precio desde Q2,490. Con apartamentos de 2 o 3 habitaciones. Con más de 8 amenidades. Direccion: 4ta. Calle 4-91 zona 3 Boca del Monte .",2021-08-10T17:27:09+00:00,2024-09-25T17:01:31+00:00,https://citymap.com.gt/wp-content/uploads/2021/08/208039785_178759057547598_7094731665832195547_n.jpg,boca-del-monte,Null,14.540592,-90.52199,1,,,,
,1.0,1.5,A,vila-quince,https://citymap.com.gt/propiedades/vila-quince/,"Ubicados en Zona 15 con precio desde $572. Con apartamentos de 1, 2 o 3 habitaciones. Con más de 17 amenidades. Direccion: 21 avenida zona 15.vista hermosa 2.",2021-11-09T20:51:20+00:00,2024-08-15T18:05:39+00:00,https://citymap.com.gt/wp-content/uploads/2021/11/FACHADA-1-F.jpg,zona-15,Null,14.58794270982,-90.492167933695,,,,,
,1.0,1.0,C,vila-quince,https://citymap.com.gt/propiedades/vila-quince/,"Ubicados en Zona 15 con precio desde $572. Con apartamentos de 1, 2 o 3 habitaciones. Con más de 17 amenidades. Direccion: 21 avenida zona 15.vista hermosa 2.",2021-11-09T20:51:20+00:00,2024-08-15T18:05:39+00:00,https://citymap.com.gt/wp-content/uploads/2021/11/FACHADA-1-F.jpg,zona-15,Null,14.58794270982,-90.492167933695,,,,,
,1.0,1.5,E,vila-quince,https://citymap.com.gt/propiedades/vila-quince/,"Ubicados en Zona 15 con precio desde $572. Con apartamentos de 1, 2 o 3 habitaciones. Con más de 17 amenidades. Direccion: 21 avenida zona 15.vista hermosa 2.",2021-11-09T20:51:20+00:00,2024-08-15T18:05:39+00:00,https://citymap.com.gt/wp-content/uploads/2021/11/FACHADA-1-F.jpg,zona-15,Null,14.58794270982,-90.492167933695,,,,,
,1.0,1.5,J,vila-quince,https://citymap.com.gt/propiedades/vila-quince/,"Ubicados en Zona 15 con precio desde $572. Con apartamentos de 1, 2 o 3 habitaciones. Con más de 17 amenidades. Direccion: 21 avenida zona 15.vista hermosa 2.",2021-11-09T20:51:20+00:00,2024-08-15T18:05:39+00:00,https://citymap.com.gt/wp-content/uploads/2021/11/FACHADA-1-F.jpg,zona-15,Null,14.58794270982,-90.492167933695,,,,,
,1.0,1.5,K,vila-quince,https://citymap.com.gt/propiedades/vila-quince/,"Ubicados en Zona 15 con precio desde $572. Con apartamentos de 1, 2 o 3 habitaciones. Con más de 17 amenidades. Direccion: 21 avenida zona 15.vista hermosa 2.",2021-11-09T20:51:20+00:00,2024-08-15T18:05:39+00:00,https://citymap.com.gt/wp-content/uploads/2021/11/FACHADA-1-F.jpg,zona-15,Null,14.58794270982,-90.492167933695,,,,,
,1.0,1.5,L,vila-quince,https://citymap.com.gt/propiedades/vila-quince/,"Ubicados en Zona 15 con precio desde $572. Con apartamentos de 1, 2 o 3 habitaciones. Con más de 17 amenidades. Direccion: 21 avenida zona 15.vista hermosa 2.",2021-11-09T20:51:20+00:00,2024-08-15T18:05:39+00:00,https://citymap.com.gt/wp-content/uploads/2021/11/FACHADA-1-F.jpg,zona-15,Null,14.58794270982,-90.492167933695,,,,,
,1.0,1.5,M,vila-quince,https://citymap.com.gt/propiedades/vila-quince/,"Ubicados en Zona 15 con precio desde $572. Con apartamentos de 1, 2 o 3 habitaciones. Con más de 17 amenidades. Direccion: 21 avenida zona 15.vista hermosa 2.",2021-11-09T20:51:20+00:00,2024-08-15T18:05:39+00:00,https://citymap.com.gt/wp-content/uploads/2021/11/FACHADA-1-F.jpg,zona-15,Null,14.58794270982,-90.492167933695,,,,,
,2.0,2.0,D,vila-quince,https://citymap.com.gt/propiedades/vila-quince/,"Ubicados en Zona 15 con precio desde $572. Con apartamentos de 1, 2 o 3 habitaciones. Con más de 17 amenidades. Direccion: 21 avenida zona 15.vista hermosa 2.",2021-11-09T20:51:20+00:00,2024-08-15T18:05:39+00:00,https://citymap.com.gt/wp-content/uploads/2021/11/FACHADA-1-F.jpg,zona-15,Null,14.58794270982,-90.492167933695,,,,,
,2.0,2.0,F,vila-quince,https://citymap.com.gt/propiedades/vila-quince/,"Ubicados en Zona 15 con precio desde $572. Con apartamentos de 1, 2 o 3 habitaciones. Con más de 17 amenidades. Direccion: 21 avenida zona 15.vista hermosa 2.",2021-11-09T20:51:20+00:00,2024-08-15T18:05:39+00:00,https://citymap.com.gt/wp-content/uploads/2021/11/FACHADA-1-F.jpg,zona-15,Null,14.58794270982,-90.492167933695,,,,,
,2.0,2.0,G,vila-quince,https://citymap.com.gt/propiedades/vila-quince/,"Ubicados en Zona 15 con precio desde $572. Con apartamentos de 1, 2 o 3 habitaciones. Con más de 17 amenidades. Direccion: 21 avenida zona 15.vista hermosa 2.",2021-11-09T20:51:20+00:00,2024-08-15T18:05:39+00:00,https://citymap.com.gt/wp-content/uploads/2021/11/FACHADA-1-F.jpg,zona-15,Null,14.58794270982,-90.492167933695,,,,,
,2.0,2.0,H,vila-quince,https://citymap.com.gt/propiedades/vila-quince/,"Ubicados en Zona 15 con precio desde $572. Con apartamentos de 1, 2 o 3 habitaciones. Con más de 17 amenidades. Direccion: 21 avenida zona 15.vista hermosa 2.",2021-11-09T20:51:20+00:00,2024-08-15T18:05:39+00:00,https://citymap.com.gt/wp-content/uploads/2021/11/FACHADA-1-F.jpg,zona-15,Null,14.58794270982,-90.492167933695,,,,,
,2.0,2.0,I,vila-quince,https://citymap.com.gt/propiedades/vila-quince/,"Ubicados en Zona 15 con precio desde $572. Con apartamentos de 1, 2 o 3 habitaciones. Con más de 17 amenidades. Direccion: 21 avenida zona 15.vista hermosa 2.",2021-11-09T20:51:20+00:00,2024-08-15T18:05:39+00:00,https://citymap.com.gt/wp-content/uploads/2021/11/FACHADA-1-F.jpg,zona-15,Null,14.58794270982,-90.492167933695,,,,,
