Metraje,Cantidad de habitaciones,Baños,apartment_type,project_name,project_url,project_description,project_c_time,project_m_time,project_img_url,project_zone,project_status,project_lat,project_lon,Parqueos,Cuotas desde,Precio desde,Incluye bodega,Incluye área de servicio
56.17m²,1,2,Modelo S60,reserva-5ta-avenida,https://citymap.com.gt/propiedades/reserva-5ta-avenida/,"Ubicados en Zona 14. Con apartamentos de 1, 2 o 3 habitaciones. Con más de 5 amenidades. Direccion: 5ta. Avenida 15-79 Zona 14. Rese va 5ta Ave ida apa tame tos e  zo a 14
Rese va exclusividad
Rese va u  estilo de vida que supe a cualquie  expectativa. Acabados seleccio ados a ma o po  i te io istas de p ime   ivel. Ame idades c eadas pe sa do e  ti, e  tu familia, e  tu  itmo.",2021-05-07T18:26:22+00:00,2024-06-28T16:45:37+00:00,https://citymap.com.gt/wp-content/uploads/2021/05/166606132_23846985557890466_4603737840595777200_n.jpg,zona-14,Null,14.579487631742,-90.518729483378,1,,,,
71.68m²,2,2,Modelo S75,reserva-5ta-avenida,https://citymap.com.gt/propiedades/reserva-5ta-avenida/,"Ubicados en Zona 14. Con apartamentos de 1, 2 o 3 habitaciones. Con más de 5 amenidades. Direccion: 5ta. Avenida 15-79 Zona 14. Rese va 5ta Ave ida apa tame tos e  zo a 14
Rese va exclusividad
Rese va u  estilo de vida que supe a cualquie  expectativa. Acabados seleccio ados a ma o po  i te io istas de p ime   ivel. Ame idades c eadas pe sa do e  ti, e  tu familia, e  tu  itmo.",2021-05-07T18:26:22+00:00,2024-06-28T16:45:37+00:00,https://citymap.com.gt/wp-content/uploads/2021/05/166606132_23846985557890466_4603737840595777200_n.jpg,zona-14,Null,14.579487631742,-90.518729483378,2,,,,
89.69m²,3,2,Modelo S95A,reserva-5ta-avenida,https://citymap.com.gt/propiedades/reserva-5ta-avenida/,"Ubicados en Zona 14. Con apartamentos de 1, 2 o 3 habitaciones. Con más de 5 amenidades. Direccion: 5ta. Avenida 15-79 Zona 14. Rese va 5ta Ave ida apa tame tos e  zo a 14
Rese va exclusividad
Rese va u  estilo de vida que supe a cualquie  expectativa. Acabados seleccio ados a ma o po  i te io istas de p ime   ivel. Ame idades c eadas pe sa do e  ti, e  tu familia, e  tu  itmo.",2021-05-07T18:26:22+00:00,2024-06-28T16:45:37+00:00,https://citymap.com.gt/wp-content/uploads/2021/05/166606132_23846985557890466_4603737840595777200_n.jpg,zona-14,Null,14.579487631742,-90.518729483378,2,,,,
95m²,3,2,Modelo S95B,reserva-5ta-avenida,https://citymap.com.gt/propiedades/reserva-5ta-avenida/,"Ubicados en Zona 14. Con apartamentos de 1, 2 o 3 habitaciones. Con más de 5 amenidades. Direccion: 5ta. Avenida 15-79 Zona 14. Rese va 5ta Ave ida apa tame tos e  zo a 14
Rese va exclusividad
Rese va u  estilo de vida que supe a cualquie  expectativa. Acabados seleccio ados a ma o po  i te io istas de p ime   ivel. Ame idades c eadas pe sa do e  ti, e  tu familia, e  tu  itmo.",2021-05-07T18:26:22+00:00,2024-06-28T16:45:37+00:00,https://citymap.com.gt/wp-content/uploads/2021/05/166606132_23846985557890466_4603737840595777200_n.jpg,zona-14,Null,14.579487631742,-90.518729483378,2,,"$294,000",,
120.85m²,3,3.5,Modelo S125A,reserva-5ta-avenida,https://citymap.com.gt/propiedades/reserva-5ta-avenida/,"Ubicados en Zona 14. Con apartamentos de 1, 2 o 3 habitaciones. Con más de 5 amenidades. Direccion: 5ta. Avenida 15-79 Zona 14. Rese va 5ta Ave ida apa tame tos e  zo a 14
Rese va exclusividad
Rese va u  estilo de vida que supe a cualquie  expectativa. Acabados seleccio ados a ma o po  i te io istas de p ime   ivel. Ame idades c eadas pe sa do e  ti, e  tu familia, e  tu  itmo.",2021-05-07T18:26:22+00:00,2024-06-28T16:45:37+00:00,https://citymap.com.gt/wp-content/uploads/2021/05/166606132_23846985557890466_4603737840595777200_n.jpg,zona-14,Null,14.579487631742,-90.518729483378,2,,,,
125m²,3,3,Modelo S125B,reserva-5ta-avenida,https://citymap.com.gt/propiedades/reserva-5ta-avenida/,"Ubicados en Zona 14. Con apartamentos de 1, 2 o 3 habitaciones. Con más de 5 amenidades. Direccion: 5ta. Avenida 15-79 Zona 14. Rese va 5ta Ave ida apa tame tos e  zo a 14
Rese va exclusividad
Rese va u  estilo de vida que supe a cualquie  expectativa. Acabados seleccio ados a ma o po  i te io istas de p ime   ivel. Ame idades c eadas pe sa do e  ti, e  tu familia, e  tu  itmo.",2021-05-07T18:26:22+00:00,2024-06-28T16:45:37+00:00,https://citymap.com.gt/wp-content/uploads/2021/05/166606132_23846985557890466_4603737840595777200_n.jpg,zona-14,Null,14.579487631742,-90.518729483378,2,,"$342,000",,
197m²,3,3.5,Modelo S204,reserva-5ta-avenida,https://citymap.com.gt/propiedades/reserva-5ta-avenida/,"Ubicados en Zona 14. Con apartamentos de 1, 2 o 3 habitaciones. Con más de 5 amenidades. Direccion: 5ta. Avenida 15-79 Zona 14. Rese va 5ta Ave ida apa tame tos e  zo a 14
Rese va exclusividad
Rese va u  estilo de vida que supe a cualquie  expectativa. Acabados seleccio ados a ma o po  i te io istas de p ime   ivel. Ame idades c eadas pe sa do e  ti, e  tu familia, e  tu  itmo.",2021-05-07T18:26:22+00:00,2024-06-28T16:45:37+00:00,https://citymap.com.gt/wp-content/uploads/2021/05/166606132_23846985557890466_4603737840595777200_n.jpg,zona-14,Null,14.579487631742,-90.518729483378,,,"$420,000",,
26m²,1,1,B,tera-12,https://citymap.com.gt/propiedades/tera-12/,"Ubicados en Zona 12 con precio desde Q7,050. Con apartamentos de 1, 2 o 3 habitaciones. Con más de 16 amenidades. Direccion: 22 Avenida 32-10 Colonia Santa Elisa Z.12.",2020-11-23T19:18:11+00:00,2024-05-21T19:01:13+00:00,https://citymap.com.gt/wp-content/uploads/2020/11/img-balance-min.png,zona-12,Null,14.588152,-90.543713,1,,,,
35m²,1,1,D,tera-12,https://citymap.com.gt/propiedades/tera-12/,"Ubicados en Zona 12 con precio desde Q7,050. Con apartamentos de 1, 2 o 3 habitaciones. Con más de 16 amenidades. Direccion: 22 Avenida 32-10 Colonia Santa Elisa Z.12.",2020-11-23T19:18:11+00:00,2024-05-21T19:01:13+00:00,https://citymap.com.gt/wp-content/uploads/2020/11/img-balance-min.png,zona-12,Null,14.588152,-90.543713,1,,,,
51m²,2,2,C,tera-12,https://citymap.com.gt/propiedades/tera-12/,"Ubicados en Zona 12 con precio desde Q7,050. Con apartamentos de 1, 2 o 3 habitaciones. Con más de 16 amenidades. Direccion: 22 Avenida 32-10 Colonia Santa Elisa Z.12.",2020-11-23T19:18:11+00:00,2024-05-21T19:01:13+00:00,https://citymap.com.gt/wp-content/uploads/2020/11/img-balance-min.png,zona-12,Null,14.588152,-90.543713,1,,,,
65m²,3,2,A+,tera-12,https://citymap.com.gt/propiedades/tera-12/,"Ubicados en Zona 12 con precio desde Q7,050. Con apartamentos de 1, 2 o 3 habitaciones. Con más de 16 amenidades. Direccion: 22 Avenida 32-10 Colonia Santa Elisa Z.12.",2020-11-23T19:18:11+00:00,2024-05-21T19:01:13+00:00,https://citymap.com.gt/wp-content/uploads/2020/11/img-balance-min.png,zona-12,Null,14.588152,-90.543713,1,,,,
60m²,3,2,A,tera-12,https://citymap.com.gt/propiedades/tera-12/,"Ubicados en Zona 12 con precio desde Q7,050. Con apartamentos de 1, 2 o 3 habitaciones. Con más de 16 amenidades. Direccion: 22 Avenida 32-10 Colonia Santa Elisa Z.12.",2020-11-23T19:18:11+00:00,2024-05-21T19:01:13+00:00,https://citymap.com.gt/wp-content/uploads/2020/11/img-balance-min.png,zona-12,Null,14.588152,-90.543713,1,,,,
66m²,3,1,A,petapolis,https://citymap.com.gt/propiedades/petapolis/,"Ubicados en Zona 12. Con apartamentos de 3 habitaciones. Con más de 4 amenidades. Direccion: Avenida Petápa 48-96 z.12. Petápolis apa tame tos e  zo a 12
U  p oyecto co  ca acte ísticas ú icas pe sa do e  su comodidad y gozo, Petápolis co ta á co  á eas ú icas pa a que su vida sea más place te a.",2021-03-17T20:59:20+00:00,2024-01-15T23:04:48+00:00,https://citymap.com.gt/wp-content/uploads/2021/03/138148295_2906516479631774_9212183100352825979_o.jpg,zona-12,Null,14.564636,-90.550307,,,,,
76m²,3,2,B,petapolis,https://citymap.com.gt/propiedades/petapolis/,"Ubicados en Zona 12. Con apartamentos de 3 habitaciones. Con más de 4 amenidades. Direccion: Avenida Petápa 48-96 z.12. Petápolis apa tame tos e  zo a 12
U  p oyecto co  ca acte ísticas ú icas pe sa do e  su comodidad y gozo, Petápolis co ta á co  á eas ú icas pa a que su vida sea más place te a.",2021-03-17T20:59:20+00:00,2024-01-15T23:04:48+00:00,https://citymap.com.gt/wp-content/uploads/2021/03/138148295_2906516479631774_9212183100352825979_o.jpg,zona-12,Null,14.564636,-90.550307,,,,,
84m²,3,2,C,petapolis,https://citymap.com.gt/propiedades/petapolis/,"Ubicados en Zona 12. Con apartamentos de 3 habitaciones. Con más de 4 amenidades. Direccion: Avenida Petápa 48-96 z.12. Petápolis apa tame tos e  zo a 12
U  p oyecto co  ca acte ísticas ú icas pe sa do e  su comodidad y gozo, Petápolis co ta á co  á eas ú icas pa a que su vida sea más place te a.",2021-03-17T20:59:20+00:00,2024-01-15T23:04:48+00:00,https://citymap.com.gt/wp-content/uploads/2021/03/138148295_2906516479631774_9212183100352825979_o.jpg,zona-12,Null,14.564636,-90.550307,,,,,
100m²,3,2,D,petapolis,https://citymap.com.gt/propiedades/petapolis/,"Ubicados en Zona 12. Con apartamentos de 3 habitaciones. Con más de 4 amenidades. Direccion: Avenida Petápa 48-96 z.12. Petápolis apa tame tos e  zo a 12
U  p oyecto co  ca acte ísticas ú icas pe sa do e  su comodidad y gozo, Petápolis co ta á co  á eas ú icas pa a que su vida sea más place te a.",2021-03-17T20:59:20+00:00,2024-01-15T23:04:48+00:00,https://citymap.com.gt/wp-content/uploads/2021/03/138148295_2906516479631774_9212183100352825979_o.jpg,zona-12,Null,14.564636,-90.550307,,,,,
130m²,2,5,Modelo 130m²,azores,https://citymap.com.gt/propiedades/azores/,"Ubicados en Zona 15. Con apartamentos de 2 o 3 habitaciones. Con más de 4 amenidades. Direccion: 22 Avenida a, zona 15. Azo es apa tame tos e  zo a 15
Co  u  co cepto actual, u ba o y exclusivo. Azo es p opo e u  estilo de vida i telige te, co tempo á eo y familia . Su diseño sutil se fusio a suaveme te co  la  atu aleza de su al ededo .",2020-11-10T18:11:18+00:00,2024-05-21T19:25:50+00:00,https://citymap.com.gt/wp-content/uploads/2020/11/exterior-min.jpg,zona-15,Null,14.583923,-90.491358,,,,,
270m²,3,5,Modelo 270m²,azores,https://citymap.com.gt/propiedades/azores/,"Ubicados en Zona 15. Con apartamentos de 2 o 3 habitaciones. Con más de 4 amenidades. Direccion: 22 Avenida a, zona 15. Azo es apa tame tos e  zo a 15
Co  u  co cepto actual, u ba o y exclusivo. Azo es p opo e u  estilo de vida i telige te, co tempo á eo y familia . Su diseño sutil se fusio a suaveme te co  la  atu aleza de su al ededo .",2020-11-10T18:11:18+00:00,2024-05-21T19:25:50+00:00,https://citymap.com.gt/wp-content/uploads/2020/11/exterior-min.jpg,zona-15,Null,14.583923,-90.491358,,,,,
109m²,2,2,MANDALAY,mirage,https://citymap.com.gt/propiedades/mirage/,"Ubicados en Zona 11. Con apartamentos de 2 o 3 habitaciones. Con más de 4 amenidades. Direccion: 30 Calle 9-70 zona 11 Ciudad de Guatemala,. Mi age apa tame tos e  zo a 11
Mi age Apa tame tos es u  complejo habitacio al P emium, do de el e ca to esta e  cada u o de los detalles de su co st ucció , deco ació  y ame idades.

Fusio a la co ve ie cia del secto  co  segu idad, comodidad y lujo, pa a da te la t a quilidad y el estilo de vida que me eces.

& bsp;",2020-11-26T18:56:09+00:00,2024-08-15T16:44:21+00:00,https://citymap.com.gt/wp-content/uploads/2020/11/Mirage.jpg,zona-11,Null,14.598707,-90.560721,2,,,,
216m²,3,4,LUXOR,mirage,https://citymap.com.gt/propiedades/mirage/,"Ubicados en Zona 11. Con apartamentos de 2 o 3 habitaciones. Con más de 4 amenidades. Direccion: 30 Calle 9-70 zona 11 Ciudad de Guatemala,. Mi age apa tame tos e  zo a 11
Mi age Apa tame tos es u  complejo habitacio al P emium, do de el e ca to esta e  cada u o de los detalles de su co st ucció , deco ació  y ame idades.

Fusio a la co ve ie cia del secto  co  segu idad, comodidad y lujo, pa a da te la t a quilidad y el estilo de vida que me eces.

& bsp;",2020-11-26T18:56:09+00:00,2024-08-15T16:44:21+00:00,https://citymap.com.gt/wp-content/uploads/2020/11/Mirage.jpg,zona-11,Null,14.598707,-90.560721,2,,,,
126m²,3,4,BELLAGIO,mirage,https://citymap.com.gt/propiedades/mirage/,"Ubicados en Zona 11. Con apartamentos de 2 o 3 habitaciones. Con más de 4 amenidades. Direccion: 30 Calle 9-70 zona 11 Ciudad de Guatemala,. Mi age apa tame tos e  zo a 11
Mi age Apa tame tos es u  complejo habitacio al P emium, do de el e ca to esta e  cada u o de los detalles de su co st ucció , deco ació  y ame idades.

Fusio a la co ve ie cia del secto  co  segu idad, comodidad y lujo, pa a da te la t a quilidad y el estilo de vida que me eces.

& bsp;",2020-11-26T18:56:09+00:00,2024-08-15T16:44:21+00:00,https://citymap.com.gt/wp-content/uploads/2020/11/Mirage.jpg,zona-11,Null,14.598707,-90.560721,2,,,,
74m²,2,2,Baikal,solana-de-entre-valles,https://citymap.com.gt/propiedades/solana-de-entre-valles/,"Ubicados en Villa Nueva con precio desde Q3,600. Con apartamentos de 2 o 3 habitaciones. Con más de 6 amenidades. Direccion: 8 av C 12-51 zona 5 de Villa Nueva.",2021-03-08T18:59:42+00:00,2024-08-14T17:43:51+00:00,https://citymap.com.gt/wp-content/uploads/2021/03/Header-Solana-ST-03.jpg,villa-nueva,Null,14.517884,-90.566182,1,,"Q594,500",,
68m²,2,2,Cardiel,solana-de-entre-valles,https://citymap.com.gt/propiedades/solana-de-entre-valles/,"Ubicados en Villa Nueva con precio desde Q3,600. Con apartamentos de 2 o 3 habitaciones. Con más de 6 amenidades. Direccion: 8 av C 12-51 zona 5 de Villa Nueva.",2021-03-08T18:59:42+00:00,2024-08-14T17:43:51+00:00,https://citymap.com.gt/wp-content/uploads/2021/03/Header-Solana-ST-03.jpg,villa-nueva,Null,14.517884,-90.566182,1,,"Q550,500",,
79m²,3,2,Aral,solana-de-entre-valles,https://citymap.com.gt/propiedades/solana-de-entre-valles/,"Ubicados en Villa Nueva con precio desde Q3,600. Con apartamentos de 2 o 3 habitaciones. Con más de 6 amenidades. Direccion: 8 av C 12-51 zona 5 de Villa Nueva.",2021-03-08T18:59:42+00:00,2024-08-14T17:43:51+00:00,https://citymap.com.gt/wp-content/uploads/2021/03/Header-Solana-ST-03.jpg,villa-nueva,Null,14.517884,-90.566182,1,,"Q629,600",,
41m²,2,1,Modelo 41m²,torres-villa-luz,https://citymap.com.gt/propiedades/torres-villa-luz/,"Ubicados en Zona 17 con precio desde Q2,890. Con apartamentos de 2 habitaciones. Con más de 5 amenidades. Direccion: 2da avenida 1-50 zona 17, Sabana Arriba.",2021-03-09T19:39:48+00:00,2024-05-22T22:01:56+00:00,https://citymap.com.gt/wp-content/uploads/2021/03/img3.jpg,zona-17,Null,14.63652,-90.483714,,,,,
46m²,2,1,Modelo 46m²,torres-villa-luz,https://citymap.com.gt/propiedades/torres-villa-luz/,"Ubicados en Zona 17 con precio desde Q2,890. Con apartamentos de 2 habitaciones. Con más de 5 amenidades. Direccion: 2da avenida 1-50 zona 17, Sabana Arriba.",2021-03-09T19:39:48+00:00,2024-05-22T22:01:56+00:00,https://citymap.com.gt/wp-content/uploads/2021/03/img3.jpg,zona-17,Null,14.63652,-90.483714,,,,,
46m²,2,1,Modelo 46m²,torres-villa-luz,https://citymap.com.gt/propiedades/torres-villa-luz/,"Ubicados en Zona 17 con precio desde Q2,890. Con apartamentos de 2 habitaciones. Con más de 5 amenidades. Direccion: 2da avenida 1-50 zona 17, Sabana Arriba.",2021-03-09T19:39:48+00:00,2024-05-22T22:01:56+00:00,https://citymap.com.gt/wp-content/uploads/2021/03/img3.jpg,zona-17,Null,14.63652,-90.483714,,,,,
46m²,2,1,Modelo 46m²,torres-villa-luz,https://citymap.com.gt/propiedades/torres-villa-luz/,"Ubicados en Zona 17 con precio desde Q2,890. Con apartamentos de 2 habitaciones. Con más de 5 amenidades. Direccion: 2da avenida 1-50 zona 17, Sabana Arriba.",2021-03-09T19:39:48+00:00,2024-05-22T22:01:56+00:00,https://citymap.com.gt/wp-content/uploads/2021/03/img3.jpg,zona-17,Null,14.63652,-90.483714,,,,,
18.5m²,1,1,Modelo 18.5m²,baldone,https://citymap.com.gt/propiedades/baldone/,"Ubicados en Zona 2 con precio desde Q2,800. Con apartamentos de 1, 2 o 3 habitaciones. Con más de 11 amenidades. Direccion: 7a. Calle 10-47 Zona 2 .",2021-04-12T16:10:48+00:00,2024-07-22T19:19:15+00:00,https://citymap.com.gt/wp-content/uploads/2021/04/baldone2-1.jpg,zona-2,Null,14.653278,-90.506917,Parqueo para 1 moto,"Q2,800","Q402,000",,
57m²,1,1,Modelo 57m²,baldone,https://citymap.com.gt/propiedades/baldone/,"Ubicados en Zona 2 con precio desde Q2,800. Con apartamentos de 1, 2 o 3 habitaciones. Con más de 11 amenidades. Direccion: 7a. Calle 10-47 Zona 2 .",2021-04-12T16:10:48+00:00,2024-07-22T19:19:15+00:00,https://citymap.com.gt/wp-content/uploads/2021/04/baldone2-1.jpg,zona-2,Null,14.653278,-90.506917,,"Q4,700","Q779,000",,
30m²,1,1,Modelo 30m²,baldone,https://citymap.com.gt/propiedades/baldone/,"Ubicados en Zona 2 con precio desde Q2,800. Con apartamentos de 1, 2 o 3 habitaciones. Con más de 11 amenidades. Direccion: 7a. Calle 10-47 Zona 2 .",2021-04-12T16:10:48+00:00,2024-07-22T19:19:15+00:00,https://citymap.com.gt/wp-content/uploads/2021/04/baldone2-1.jpg,zona-2,Null,14.653278,-90.506917,1,"Q4,200","Q602,000",,
45m²,2,1,Modelo 45m²,baldone,https://citymap.com.gt/propiedades/baldone/,"Ubicados en Zona 2 con precio desde Q2,800. Con apartamentos de 1, 2 o 3 habitaciones. Con más de 11 amenidades. Direccion: 7a. Calle 10-47 Zona 2 .",2021-04-12T16:10:48+00:00,2024-07-22T19:19:15+00:00,https://citymap.com.gt/wp-content/uploads/2021/04/baldone2-1.jpg,zona-2,Null,14.653278,-90.506917,2,"Q5,900","Q860,000",,
66m²,3,2,Modelo 66m²,baldone,https://citymap.com.gt/propiedades/baldone/,"Ubicados en Zona 2 con precio desde Q2,800. Con apartamentos de 1, 2 o 3 habitaciones. Con más de 11 amenidades. Direccion: 7a. Calle 10-47 Zona 2 .",2021-04-12T16:10:48+00:00,2024-07-22T19:19:15+00:00,https://citymap.com.gt/wp-content/uploads/2021/04/baldone2-1.jpg,zona-2,Null,14.653278,-90.506917,,,,,
66m²,3,2,Modelo 66m²,baldone,https://citymap.com.gt/propiedades/baldone/,"Ubicados en Zona 2 con precio desde Q2,800. Con apartamentos de 1, 2 o 3 habitaciones. Con más de 11 amenidades. Direccion: 7a. Calle 10-47 Zona 2 .",2021-04-12T16:10:48+00:00,2024-07-22T19:19:15+00:00,https://citymap.com.gt/wp-content/uploads/2021/04/baldone2-1.jpg,zona-2,Null,14.653278,-90.506917,2,"Q6,822",,,
156.42m²,3,2, White Apartment,cittah,https://citymap.com.gt/propiedades/cittah/,"Ubicados en Carretera a El Salvador. Con apartamentos de 3 habitaciones. Con más de 7 amenidades. Direccion: Kilómetro 9 CA-1E Zona 4 Santa Catarina Pinula Residenciales San Rafael I. Cittah apa tame tos e  Ca ete a a El Salvado 
Disf uta de u   uevo estilo de vida exclusiva, si  veci os late ales y co  todas las comodidades e  cada espacio de tu futu o hoga .

E  Cittah te p ese tamos  uest as 2  uevas casas exclusivas co  todas las ame idades que toda tu familia  ecesita.",2020-11-23T21:05:38+00:00,2024-04-29T17:43:20+00:00,https://citymap.com.gt/wp-content/uploads/2020/11/cittah.jpg,carretera-a-el-salvador,Null,14.574168,-90.4833,2,,,,Si
328.34m²,3,4,BLUE APARTMENT,cittah,https://citymap.com.gt/propiedades/cittah/,"Ubicados en Carretera a El Salvador. Con apartamentos de 3 habitaciones. Con más de 7 amenidades. Direccion: Kilómetro 9 CA-1E Zona 4 Santa Catarina Pinula Residenciales San Rafael I. Cittah apa tame tos e  Ca ete a a El Salvado 
Disf uta de u   uevo estilo de vida exclusiva, si  veci os late ales y co  todas las comodidades e  cada espacio de tu futu o hoga .

E  Cittah te p ese tamos  uest as 2  uevas casas exclusivas co  todas las ame idades que toda tu familia  ecesita.",2020-11-23T21:05:38+00:00,2024-04-29T17:43:20+00:00,https://citymap.com.gt/wp-content/uploads/2020/11/cittah.jpg,carretera-a-el-salvador,Null,14.574168,-90.4833,3,,,,Si
219.32m²,3,2,GREEN APARTMENT,cittah,https://citymap.com.gt/propiedades/cittah/,"Ubicados en Carretera a El Salvador. Con apartamentos de 3 habitaciones. Con más de 7 amenidades. Direccion: Kilómetro 9 CA-1E Zona 4 Santa Catarina Pinula Residenciales San Rafael I. Cittah apa tame tos e  Ca ete a a El Salvado 
Disf uta de u   uevo estilo de vida exclusiva, si  veci os late ales y co  todas las comodidades e  cada espacio de tu futu o hoga .

E  Cittah te p ese tamos  uest as 2  uevas casas exclusivas co  todas las ame idades que toda tu familia  ecesita.",2020-11-23T21:05:38+00:00,2024-04-29T17:43:20+00:00,https://citymap.com.gt/wp-content/uploads/2020/11/cittah.jpg,carretera-a-el-salvador,Null,14.574168,-90.4833,2,,,,Si
41.98m²,1,1,S42,parque-mateo,https://citymap.com.gt/propiedades/parque-mateo/,"Ubicados en Zona 7 con precio desde Q6,699. Con apartamentos de 1, 2 o 3 habitaciones. Con más de 6 amenidades. Direccion: 2A. calle 36-75 zona 7.",2021-03-10T20:52:46+00:00,2024-10-25T17:49:10+00:00,https://citymap.com.gt/wp-content/uploads/2021/03/155312563_504025210998513_1141892458907519330_o.jpg,zona-7,Null,14.633988,-90.566995,1,,,,
61.60m²,2,2,S62,parque-mateo,https://citymap.com.gt/propiedades/parque-mateo/,"Ubicados en Zona 7 con precio desde Q6,699. Con apartamentos de 1, 2 o 3 habitaciones. Con más de 6 amenidades. Direccion: 2A. calle 36-75 zona 7.",2021-03-10T20:52:46+00:00,2024-10-25T17:49:10+00:00,https://citymap.com.gt/wp-content/uploads/2021/03/155312563_504025210998513_1141892458907519330_o.jpg,zona-7,Null,14.633988,-90.566995,1,,,,
59.93m²,2,2,S60,parque-mateo,https://citymap.com.gt/propiedades/parque-mateo/,"Ubicados en Zona 7 con precio desde Q6,699. Con apartamentos de 1, 2 o 3 habitaciones. Con más de 6 amenidades. Direccion: 2A. calle 36-75 zona 7.",2021-03-10T20:52:46+00:00,2024-10-25T17:49:10+00:00,https://citymap.com.gt/wp-content/uploads/2021/03/155312563_504025210998513_1141892458907519330_o.jpg,zona-7,Null,14.633988,-90.566995,2,,,,
60.08m²,2,2,S60C,parque-mateo,https://citymap.com.gt/propiedades/parque-mateo/,"Ubicados en Zona 7 con precio desde Q6,699. Con apartamentos de 1, 2 o 3 habitaciones. Con más de 6 amenidades. Direccion: 2A. calle 36-75 zona 7.",2021-03-10T20:52:46+00:00,2024-10-25T17:49:10+00:00,https://citymap.com.gt/wp-content/uploads/2021/03/155312563_504025210998513_1141892458907519330_o.jpg,zona-7,Null,14.633988,-90.566995,1,,,,
63.35m²,2,2,S60+C,parque-mateo,https://citymap.com.gt/propiedades/parque-mateo/,"Ubicados en Zona 7 con precio desde Q6,699. Con apartamentos de 1, 2 o 3 habitaciones. Con más de 6 amenidades. Direccion: 2A. calle 36-75 zona 7.",2021-03-10T20:52:46+00:00,2024-10-25T17:49:10+00:00,https://citymap.com.gt/wp-content/uploads/2021/03/155312563_504025210998513_1141892458907519330_o.jpg,zona-7,Null,14.633988,-90.566995,1,,,,
61.32m²,2,2,S62C,parque-mateo,https://citymap.com.gt/propiedades/parque-mateo/,"Ubicados en Zona 7 con precio desde Q6,699. Con apartamentos de 1, 2 o 3 habitaciones. Con más de 6 amenidades. Direccion: 2A. calle 36-75 zona 7.",2021-03-10T20:52:46+00:00,2024-10-25T17:49:10+00:00,https://citymap.com.gt/wp-content/uploads/2021/03/155312563_504025210998513_1141892458907519330_o.jpg,zona-7,Null,14.633988,-90.566995,1,,,,
72.32m²,3,2,S72A,parque-mateo,https://citymap.com.gt/propiedades/parque-mateo/,"Ubicados en Zona 7 con precio desde Q6,699. Con apartamentos de 1, 2 o 3 habitaciones. Con más de 6 amenidades. Direccion: 2A. calle 36-75 zona 7.",2021-03-10T20:52:46+00:00,2024-10-25T17:49:10+00:00,https://citymap.com.gt/wp-content/uploads/2021/03/155312563_504025210998513_1141892458907519330_o.jpg,zona-7,Null,14.633988,-90.566995,2,,,,
81.20m²,3,2,S81,parque-mateo,https://citymap.com.gt/propiedades/parque-mateo/,"Ubicados en Zona 7 con precio desde Q6,699. Con apartamentos de 1, 2 o 3 habitaciones. Con más de 6 amenidades. Direccion: 2A. calle 36-75 zona 7.",2021-03-10T20:52:46+00:00,2024-10-25T17:49:10+00:00,https://citymap.com.gt/wp-content/uploads/2021/03/155312563_504025210998513_1141892458907519330_o.jpg,zona-7,Null,14.633988,-90.566995,2,,,,
83.75m²,3,2,S84,parque-mateo,https://citymap.com.gt/propiedades/parque-mateo/,"Ubicados en Zona 7 con precio desde Q6,699. Con apartamentos de 1, 2 o 3 habitaciones. Con más de 6 amenidades. Direccion: 2A. calle 36-75 zona 7.",2021-03-10T20:52:46+00:00,2024-10-25T17:49:10+00:00,https://citymap.com.gt/wp-content/uploads/2021/03/155312563_504025210998513_1141892458907519330_o.jpg,zona-7,Null,14.633988,-90.566995,2,,,,
71.22m²,3,2,S72B,parque-mateo,https://citymap.com.gt/propiedades/parque-mateo/,"Ubicados en Zona 7 con precio desde Q6,699. Con apartamentos de 1, 2 o 3 habitaciones. Con más de 6 amenidades. Direccion: 2A. calle 36-75 zona 7.",2021-03-10T20:52:46+00:00,2024-10-25T17:49:10+00:00,https://citymap.com.gt/wp-content/uploads/2021/03/155312563_504025210998513_1141892458907519330_o.jpg,zona-7,Null,14.633988,-90.566995,2,,,,
85.48m²,3,2,S85,parque-mateo,https://citymap.com.gt/propiedades/parque-mateo/,"Ubicados en Zona 7 con precio desde Q6,699. Con apartamentos de 1, 2 o 3 habitaciones. Con más de 6 amenidades. Direccion: 2A. calle 36-75 zona 7.",2021-03-10T20:52:46+00:00,2024-10-25T17:49:10+00:00,https://citymap.com.gt/wp-content/uploads/2021/03/155312563_504025210998513_1141892458907519330_o.jpg,zona-7,Null,14.633988,-90.566995,2,,,,
25m²,1,1,Tipo Studio,barrio-5,https://citymap.com.gt/propiedades/barrio-5/,"Ubicados en Zona 5 con precio desde Q4,200. Con apartamentos de 1, 2 o 3 habitaciones. Con más de 6 amenidades. Direccion: 22 calle 43-40 zona 5 Colonia Saravia.",2020-11-24T17:28:58+00:00,2024-10-25T18:19:21+00:00,https://citymap.com.gt/wp-content/uploads/2020/11/edificio-acerca-de.png,zona-5,Null,14.624026,-90.492306,1,,,,
33m²,1,1,Tipo E,barrio-5,https://citymap.com.gt/propiedades/barrio-5/,"Ubicados en Zona 5 con precio desde Q4,200. Con apartamentos de 1, 2 o 3 habitaciones. Con más de 6 amenidades. Direccion: 22 calle 43-40 zona 5 Colonia Saravia.",2020-11-24T17:28:58+00:00,2024-10-25T18:19:21+00:00,https://citymap.com.gt/wp-content/uploads/2020/11/edificio-acerca-de.png,zona-5,Null,14.624026,-90.492306,1,,,,
