project_name,apartment_type,project_url,project_description,project_img_url,project_zone,project_status,project_lat,project_lon,apartment_m2,apartment_beds,apartment_baths,apartment_parking,apartment_has_serviceroom,apartment_has_storeroom,apartment_rent,apartment_price,project_c_date,project_m_date,apartment_rent_m2,apartment_price_m2
apartamentos-domos,B,https://citymap.com.gt/propiedades/apartamentos-domos/,"Ubicados en Zona 16. Con apartamentos de 1 o 2 habitaciones. Con más de 5 amenidades. Direccion: 19 Avenida 25-96, Colonia Las Acacias, Guatemala, Guatemala, 01016. Domos apa tame tos e  zo a 16
Comodidad y Vida Familia 
Domos es el luga  do de tu y tu familia pod á  vivi  y disf uta  ple ame te e  u  e to o i compa able, co  todo lo que buscabas, e  u a de las zo as co  mayo  plusvalía de la ciudad.",https://citymap.com.gt/wp-content/uploads/2021/11/Fachada-sin-lampara.jpg,zona-16,Vendido,14.621765,-90.465476,46.0,2.0,1.0,,,,,,2021-11-22,2024-04-09,,
ami,Apartamento A ,https://citymap.com.gt/propiedades/ami/,"Ubicados en Mixco. Con apartamentos de 2 o 3 habitaciones. Con más de 10 amenidades. Direccion: 4ta Avenida 14-81 zona 10 Ciudad de Mixco. AMI apa tame tos e  Mixco
Ami es u  p oyecto de apa tame tos que busca mejo a  la calidad de vida de quie es lo habita  po  medio de su ubicació , ame idades y co cepto, media te el cual el usua io pod á te e  todos los be eficios de vivi  e  u a casa co  la comodidad y estilo de vida de u  apa tame to.",https://citymap.com.gt/wp-content/uploads/2021/05/AMI_Imagen-01_1920x1080.jpg,mixco,Vendido,14.620956529125,-90.590338882711,52.0,2.0,1.0,1.0,,,,,2021-05-06,2024-04-09,,
ami,Apartamento B ,https://citymap.com.gt/propiedades/ami/,"Ubicados en Mixco. Con apartamentos de 2 o 3 habitaciones. Con más de 10 amenidades. Direccion: 4ta Avenida 14-81 zona 10 Ciudad de Mixco. AMI apa tame tos e  Mixco
Ami es u  p oyecto de apa tame tos que busca mejo a  la calidad de vida de quie es lo habita  po  medio de su ubicació , ame idades y co cepto, media te el cual el usua io pod á te e  todos los be eficios de vivi  e  u a casa co  la comodidad y estilo de vida de u  apa tame to.",https://citymap.com.gt/wp-content/uploads/2021/05/AMI_Imagen-01_1920x1080.jpg,mixco,Vendido,14.620956529125,-90.590338882711,62.0,3.0,1.0,2.0,,,,,2021-05-06,2024-04-09,,
tiffany-novena,Modelo E,https://citymap.com.gt/propiedades/tiffany-novena/,"Ubicados en Zona 14. Con apartamentos de 2 o 3 habitaciones. Con más de 5 amenidades. Direccion: 4ta. Avenida 9-00 zona 14. Tiffa y Nove a apa tame tos e  zo a 14
El p oyecto llega pa a  ompe  esquemas y supe a  expectativas, pa a of ece te la i esistible posibilidad de lleva  u a vida de diseño e  medio de la ciudad. Tiffa y Nove a, u a comu idad a mó ica, activa y e  co tacto co  la  atu aleza.",https://citymap.com.gt/wp-content/uploads/2020/11/Tiffany_Novena_exterior.jpg,zona-14,Vendido,14.584443,-90.517093,170.0,2.0,2.5,2.0,True,True,,,2020-11-10,2024-05-16,,
tiffany-novena,Penthouse,https://citymap.com.gt/propiedades/tiffany-novena/,"Ubicados en Zona 14. Con apartamentos de 2 o 3 habitaciones. Con más de 5 amenidades. Direccion: 4ta. Avenida 9-00 zona 14. Tiffa y Nove a apa tame tos e  zo a 14
El p oyecto llega pa a  ompe  esquemas y supe a  expectativas, pa a of ece te la i esistible posibilidad de lleva  u a vida de diseño e  medio de la ciudad. Tiffa y Nove a, u a comu idad a mó ica, activa y e  co tacto co  la  atu aleza.",https://citymap.com.gt/wp-content/uploads/2020/11/Tiffany_Novena_exterior.jpg,zona-14,Vendido,14.584443,-90.517093,1180.0,3.0,3.5,5.0,True,True,,,2020-11-10,2024-05-16,,
tiffany-novena,Pentgarden,https://citymap.com.gt/propiedades/tiffany-novena/,"Ubicados en Zona 14. Con apartamentos de 2 o 3 habitaciones. Con más de 5 amenidades. Direccion: 4ta. Avenida 9-00 zona 14. Tiffa y Nove a apa tame tos e  zo a 14
El p oyecto llega pa a  ompe  esquemas y supe a  expectativas, pa a of ece te la i esistible posibilidad de lleva  u a vida de diseño e  medio de la ciudad. Tiffa y Nove a, u a comu idad a mó ica, activa y e  co tacto co  la  atu aleza.",https://citymap.com.gt/wp-content/uploads/2020/11/Tiffany_Novena_exterior.jpg,zona-14,Vendido,14.584443,-90.517093,1000.0,3.0,3.5,5.0,True,True,,,2020-11-10,2024-05-16,,
tiffany-novena,Modelo A,https://citymap.com.gt/propiedades/tiffany-novena/,"Ubicados en Zona 14. Con apartamentos de 2 o 3 habitaciones. Con más de 5 amenidades. Direccion: 4ta. Avenida 9-00 zona 14. Tiffa y Nove a apa tame tos e  zo a 14
El p oyecto llega pa a  ompe  esquemas y supe a  expectativas, pa a of ece te la i esistible posibilidad de lleva  u a vida de diseño e  medio de la ciudad. Tiffa y Nove a, u a comu idad a mó ica, activa y e  co tacto co  la  atu aleza.",https://citymap.com.gt/wp-content/uploads/2020/11/Tiffany_Novena_exterior.jpg,zona-14,Vendido,14.584443,-90.517093,600.0,3.0,3.5,5.0,True,True,,,2020-11-10,2024-05-16,,
tiffany-novena,Modelo B,https://citymap.com.gt/propiedades/tiffany-novena/,"Ubicados en Zona 14. Con apartamentos de 2 o 3 habitaciones. Con más de 5 amenidades. Direccion: 4ta. Avenida 9-00 zona 14. Tiffa y Nove a apa tame tos e  zo a 14
El p oyecto llega pa a  ompe  esquemas y supe a  expectativas, pa a of ece te la i esistible posibilidad de lleva  u a vida de diseño e  medio de la ciudad. Tiffa y Nove a, u a comu idad a mó ica, activa y e  co tacto co  la  atu aleza.",https://citymap.com.gt/wp-content/uploads/2020/11/Tiffany_Novena_exterior.jpg,zona-14,Vendido,14.584443,-90.517093,340.0,3.0,3.5,4.0,True,True,,,2020-11-10,2024-05-16,,
tiffany-novena,Modelo C,https://citymap.com.gt/propiedades/tiffany-novena/,"Ubicados en Zona 14. Con apartamentos de 2 o 3 habitaciones. Con más de 5 amenidades. Direccion: 4ta. Avenida 9-00 zona 14. Tiffa y Nove a apa tame tos e  zo a 14
El p oyecto llega pa a  ompe  esquemas y supe a  expectativas, pa a of ece te la i esistible posibilidad de lleva  u a vida de diseño e  medio de la ciudad. Tiffa y Nove a, u a comu idad a mó ica, activa y e  co tacto co  la  atu aleza.",https://citymap.com.gt/wp-content/uploads/2020/11/Tiffany_Novena_exterior.jpg,zona-14,Vendido,14.584443,-90.517093,250.0,3.0,3.5,3.0,True,True,,,2020-11-10,2024-05-16,,
tiffany-novena,Modelo D,https://citymap.com.gt/propiedades/tiffany-novena/,"Ubicados en Zona 14. Con apartamentos de 2 o 3 habitaciones. Con más de 5 amenidades. Direccion: 4ta. Avenida 9-00 zona 14. Tiffa y Nove a apa tame tos e  zo a 14
El p oyecto llega pa a  ompe  esquemas y supe a  expectativas, pa a of ece te la i esistible posibilidad de lleva  u a vida de diseño e  medio de la ciudad. Tiffa y Nove a, u a comu idad a mó ica, activa y e  co tacto co  la  atu aleza.",https://citymap.com.gt/wp-content/uploads/2020/11/Tiffany_Novena_exterior.jpg,zona-14,Vendido,14.584443,-90.517093,210.0,3.0,3.5,3.0,True,True,,,2020-11-10,2024-05-16,,
atelier,B,https://citymap.com.gt/propiedades/atelier/,"Ubicados en Zona 15. Con apartamentos de 2 o 3 habitaciones. Con más de 8 amenidades. Direccion: 21 avenida B 0-51 zona 15 Vista Hermosa. Atelie  apa tame tos e  zo a 15
Atelie  es u  edificio boutique de apa tame tos desa ollado po  G upo 2i. Su  omb e  ace del co cepto de espacios do de los a tistas y modistas da  luga  a la c eatividad y pe mite  c ea  las más g a des ob as de a te.

Este p oyecto te of ece 6 modelos de apa tame tos.",https://citymap.com.gt/wp-content/uploads/2021/04/60381508_448191545966598_6530418544306290688_n.jpg,zona-15,Vendido,14.58629,-90.491658,84.9,2.0,2.5,2.0,,True,,,2021-04-21,2024-08-15,,
atelier,C,https://citymap.com.gt/propiedades/atelier/,"Ubicados en Zona 15. Con apartamentos de 2 o 3 habitaciones. Con más de 8 amenidades. Direccion: 21 avenida B 0-51 zona 15 Vista Hermosa. Atelie  apa tame tos e  zo a 15
Atelie  es u  edificio boutique de apa tame tos desa ollado po  G upo 2i. Su  omb e  ace del co cepto de espacios do de los a tistas y modistas da  luga  a la c eatividad y pe mite  c ea  las más g a des ob as de a te.

Este p oyecto te of ece 6 modelos de apa tame tos.",https://citymap.com.gt/wp-content/uploads/2021/04/60381508_448191545966598_6530418544306290688_n.jpg,zona-15,Vendido,14.58629,-90.491658,97.3,2.0,2.5,2.0,,True,,,2021-04-21,2024-08-15,,
atelier,A,https://citymap.com.gt/propiedades/atelier/,"Ubicados en Zona 15. Con apartamentos de 2 o 3 habitaciones. Con más de 8 amenidades. Direccion: 21 avenida B 0-51 zona 15 Vista Hermosa. Atelie  apa tame tos e  zo a 15
Atelie  es u  edificio boutique de apa tame tos desa ollado po  G upo 2i. Su  omb e  ace del co cepto de espacios do de los a tistas y modistas da  luga  a la c eatividad y pe mite  c ea  las más g a des ob as de a te.

Este p oyecto te of ece 6 modelos de apa tame tos.",https://citymap.com.gt/wp-content/uploads/2021/04/60381508_448191545966598_6530418544306290688_n.jpg,zona-15,Vendido,14.58629,-90.491658,124.5,3.0,2.5,2.0,,True,,,2021-04-21,2024-08-15,,
atelier,F,https://citymap.com.gt/propiedades/atelier/,"Ubicados en Zona 15. Con apartamentos de 2 o 3 habitaciones. Con más de 8 amenidades. Direccion: 21 avenida B 0-51 zona 15 Vista Hermosa. Atelie  apa tame tos e  zo a 15
Atelie  es u  edificio boutique de apa tame tos desa ollado po  G upo 2i. Su  omb e  ace del co cepto de espacios do de los a tistas y modistas da  luga  a la c eatividad y pe mite  c ea  las más g a des ob as de a te.

Este p oyecto te of ece 6 modelos de apa tame tos.",https://citymap.com.gt/wp-content/uploads/2021/04/60381508_448191545966598_6530418544306290688_n.jpg,zona-15,Vendido,14.58629,-90.491658,138.6,3.0,2.5,3.0,,True,,,2021-04-21,2024-08-15,,
silento,E,https://citymap.com.gt/propiedades/silento/,"Ubicados en Zona 15. Con apartamentos de 2, 3 o 4 habitaciones. Con más de 4 amenidades. Direccion: 23 Avenida, zona 15 Cdad. de Guatemala. Sile to apa tame tos e  zo a 15
El co cepto det ás de Sile to es el bala ce e t e lo estético, lo  acio al y la ate ció  a los detalles. Po  eso a t avés de su diseño se puede se ti  y disf uta  de i mejo ables vistas, fi os acabados y ambie tes eficie tes y sofisticados.

Ap ovecha do su exclusiva ubicació , la a quitectu a del edificio co sigue da  a todos los apa tame tos u a vista ú ica hacia la  ica vegetació  de la zo a.",https://citymap.com.gt/wp-content/uploads/2021/03/68267387_2914150255322721_4225387730588139520_n.jpg,zona-15,Vendido,14.589204,-90.48591,160.0,2.0,3.5,2.0,,,,,2021-03-18,2024-08-19,,
silento,F Norte,https://citymap.com.gt/propiedades/silento/,"Ubicados en Zona 15. Con apartamentos de 2, 3 o 4 habitaciones. Con más de 4 amenidades. Direccion: 23 Avenida, zona 15 Cdad. de Guatemala. Sile to apa tame tos e  zo a 15
El co cepto det ás de Sile to es el bala ce e t e lo estético, lo  acio al y la ate ció  a los detalles. Po  eso a t avés de su diseño se puede se ti  y disf uta  de i mejo ables vistas, fi os acabados y ambie tes eficie tes y sofisticados.

Ap ovecha do su exclusiva ubicació , la a quitectu a del edificio co sigue da  a todos los apa tame tos u a vista ú ica hacia la  ica vegetació  de la zo a.",https://citymap.com.gt/wp-content/uploads/2021/03/68267387_2914150255322721_4225387730588139520_n.jpg,zona-15,Vendido,14.589204,-90.48591,152.0,2.0,3.5,2.0,,True,,,2021-03-18,2024-08-19,,
silento,H,https://citymap.com.gt/propiedades/silento/,"Ubicados en Zona 15. Con apartamentos de 2, 3 o 4 habitaciones. Con más de 4 amenidades. Direccion: 23 Avenida, zona 15 Cdad. de Guatemala. Sile to apa tame tos e  zo a 15
El co cepto det ás de Sile to es el bala ce e t e lo estético, lo  acio al y la ate ció  a los detalles. Po  eso a t avés de su diseño se puede se ti  y disf uta  de i mejo ables vistas, fi os acabados y ambie tes eficie tes y sofisticados.

Ap ovecha do su exclusiva ubicació , la a quitectu a del edificio co sigue da  a todos los apa tame tos u a vista ú ica hacia la  ica vegetació  de la zo a.",https://citymap.com.gt/wp-content/uploads/2021/03/68267387_2914150255322721_4225387730588139520_n.jpg,zona-15,Vendido,14.589204,-90.48591,132.0,2.0,2.5,2.0,,,,,2021-03-18,2024-08-19,,
silento,D,https://citymap.com.gt/propiedades/silento/,"Ubicados en Zona 15. Con apartamentos de 2, 3 o 4 habitaciones. Con más de 4 amenidades. Direccion: 23 Avenida, zona 15 Cdad. de Guatemala. Sile to apa tame tos e  zo a 15
El co cepto det ás de Sile to es el bala ce e t e lo estético, lo  acio al y la ate ció  a los detalles. Po  eso a t avés de su diseño se puede se ti  y disf uta  de i mejo ables vistas, fi os acabados y ambie tes eficie tes y sofisticados.

Ap ovecha do su exclusiva ubicació , la a quitectu a del edificio co sigue da  a todos los apa tame tos u a vista ú ica hacia la  ica vegetació  de la zo a.",https://citymap.com.gt/wp-content/uploads/2021/03/68267387_2914150255322721_4225387730588139520_n.jpg,zona-15,Vendido,14.589204,-90.48591,163.0,2.0,3.5,2.0,True,,,,2021-03-18,2024-08-19,,
silento,B,https://citymap.com.gt/propiedades/silento/,"Ubicados en Zona 15. Con apartamentos de 2, 3 o 4 habitaciones. Con más de 4 amenidades. Direccion: 23 Avenida, zona 15 Cdad. de Guatemala. Sile to apa tame tos e  zo a 15
El co cepto det ás de Sile to es el bala ce e t e lo estético, lo  acio al y la ate ció  a los detalles. Po  eso a t avés de su diseño se puede se ti  y disf uta  de i mejo ables vistas, fi os acabados y ambie tes eficie tes y sofisticados.

Ap ovecha do su exclusiva ubicació , la a quitectu a del edificio co sigue da  a todos los apa tame tos u a vista ú ica hacia la  ica vegetació  de la zo a.",https://citymap.com.gt/wp-content/uploads/2021/03/68267387_2914150255322721_4225387730588139520_n.jpg,zona-15,Vendido,14.589204,-90.48591,293.0,3.0,4.5,3.0,,,,,2021-03-18,2024-08-19,,
silento,PH Sur,https://citymap.com.gt/propiedades/silento/,"Ubicados en Zona 15. Con apartamentos de 2, 3 o 4 habitaciones. Con más de 4 amenidades. Direccion: 23 Avenida, zona 15 Cdad. de Guatemala. Sile to apa tame tos e  zo a 15
El co cepto det ás de Sile to es el bala ce e t e lo estético, lo  acio al y la ate ció  a los detalles. Po  eso a t avés de su diseño se puede se ti  y disf uta  de i mejo ables vistas, fi os acabados y ambie tes eficie tes y sofisticados.

Ap ovecha do su exclusiva ubicació , la a quitectu a del edificio co sigue da  a todos los apa tame tos u a vista ú ica hacia la  ica vegetació  de la zo a.",https://citymap.com.gt/wp-content/uploads/2021/03/68267387_2914150255322721_4225387730588139520_n.jpg,zona-15,Vendido,14.589204,-90.48591,327.0,4.0,4.5,3.0,,,,,2021-03-18,2024-08-19,,
torre-solento,B,https://citymap.com.gt/propiedades/torre-solento/,"Ubicados en Mixco. Con apartamentos de 2 o 3 habitaciones. Con más de 5 amenidades. Direccion: Bulevar San Nicolás 28-55, Zona 4, Mixco Bulevar. To e Sole to apa tame tos e  mixco
U   uevo comie zo, u a  ueva vida, u   uevo ama ece ,todo
lo que buscas y más lo te d ás aquí",https://citymap.com.gt/wp-content/uploads/2021/08/Screen-Shot-2021-07-14-at-11.57.20.jpg,mixco,Vendido,14.661289,-90.562812,50.0,2.0,1.5,1.0,,,589.74,,2021-08-03,2024-04-09,11.79,
torre-solento,A,https://citymap.com.gt/propiedades/torre-solento/,"Ubicados en Mixco. Con apartamentos de 2 o 3 habitaciones. Con más de 5 amenidades. Direccion: Bulevar San Nicolás 28-55, Zona 4, Mixco Bulevar. To e Sole to apa tame tos e  mixco
U   uevo comie zo, u a  ueva vida, u   uevo ama ece ,todo
lo que buscas y más lo te d ás aquí",https://citymap.com.gt/wp-content/uploads/2021/08/Screen-Shot-2021-07-14-at-11.57.20.jpg,mixco,Vendido,14.661289,-90.562812,67.0,3.0,2.0,,,,653.85,,2021-08-03,2024-04-09,9.76,
merlo-18,Modelo 60m²,https://citymap.com.gt/propiedades/merlo-18/,Ubicados en Zona 18. Con apartamentos de 3 habitaciones. Con más de 1 amenidades. Direccion: Carretera al Atlántico..,https://citymap.com.gt/wp-content/uploads/2021/07/202550361_110954061236022_2297126487285483039_n.jpg,zona-18,Vendido,14.680146456618,-90.426578521729,60.0,3.0,1.0,1.0,,,,,2021-07-15,2024-04-09,,
dual-apartamentos,1A,https://citymap.com.gt/propiedades/dual-apartamentos/,"Ubicados en Zona 15. Con apartamentos de 1, 2 o 3 habitaciones. Con más de 11 amenidades. Direccion: 3a calle zona 15 colonia vista hermosa 1 . Dual apa tame tos e  zo a 15
DUAL - Ve ta de apa tame tos co  u a g a  va iedad de ca acte ísticas que co vie te  al p oyecto e  ú ico.",https://citymap.com.gt/wp-content/uploads/2021/03/131958000_178527360660363_3277162090496672256_o.jpg,zona-15,Vendido,14.594127,-90.493066,65.3,1.0,2.0,1.0,,,,,2021-03-25,2024-09-10,,
dual-apartamentos,1AT,https://citymap.com.gt/propiedades/dual-apartamentos/,"Ubicados en Zona 15. Con apartamentos de 1, 2 o 3 habitaciones. Con más de 11 amenidades. Direccion: 3a calle zona 15 colonia vista hermosa 1 . Dual apa tame tos e  zo a 15
DUAL - Ve ta de apa tame tos co  u a g a  va iedad de ca acte ísticas que co vie te  al p oyecto e  ú ico.",https://citymap.com.gt/wp-content/uploads/2021/03/131958000_178527360660363_3277162090496672256_o.jpg,zona-15,Vendido,14.594127,-90.493066,65.3,1.0,2.0,1.0,,,,,2021-03-25,2024-09-10,,
dual-apartamentos,1BT,https://citymap.com.gt/propiedades/dual-apartamentos/,"Ubicados en Zona 15. Con apartamentos de 1, 2 o 3 habitaciones. Con más de 11 amenidades. Direccion: 3a calle zona 15 colonia vista hermosa 1 . Dual apa tame tos e  zo a 15
DUAL - Ve ta de apa tame tos co  u a g a  va iedad de ca acte ísticas que co vie te  al p oyecto e  ú ico.",https://citymap.com.gt/wp-content/uploads/2021/03/131958000_178527360660363_3277162090496672256_o.jpg,zona-15,Vendido,14.594127,-90.493066,65.2,1.0,2.0,1.0,,,,,2021-03-25,2024-09-10,,
dual-apartamentos,2A,https://citymap.com.gt/propiedades/dual-apartamentos/,"Ubicados en Zona 15. Con apartamentos de 1, 2 o 3 habitaciones. Con más de 11 amenidades. Direccion: 3a calle zona 15 colonia vista hermosa 1 . Dual apa tame tos e  zo a 15
DUAL - Ve ta de apa tame tos co  u a g a  va iedad de ca acte ísticas que co vie te  al p oyecto e  ú ico.",https://citymap.com.gt/wp-content/uploads/2021/03/131958000_178527360660363_3277162090496672256_o.jpg,zona-15,Vendido,14.594127,-90.493066,85.5,2.0,2.0,2.0,,,,,2021-03-25,2024-09-10,,
dual-apartamentos,2AT,https://citymap.com.gt/propiedades/dual-apartamentos/,"Ubicados en Zona 15. Con apartamentos de 1, 2 o 3 habitaciones. Con más de 11 amenidades. Direccion: 3a calle zona 15 colonia vista hermosa 1 . Dual apa tame tos e  zo a 15
DUAL - Ve ta de apa tame tos co  u a g a  va iedad de ca acte ísticas que co vie te  al p oyecto e  ú ico.",https://citymap.com.gt/wp-content/uploads/2021/03/131958000_178527360660363_3277162090496672256_o.jpg,zona-15,Vendido,14.594127,-90.493066,85.5,2.0,2.0,2.0,,,,,2021-03-25,2024-09-10,,
dual-apartamentos,2B,https://citymap.com.gt/propiedades/dual-apartamentos/,"Ubicados en Zona 15. Con apartamentos de 1, 2 o 3 habitaciones. Con más de 11 amenidades. Direccion: 3a calle zona 15 colonia vista hermosa 1 . Dual apa tame tos e  zo a 15
DUAL - Ve ta de apa tame tos co  u a g a  va iedad de ca acte ísticas que co vie te  al p oyecto e  ú ico.",https://citymap.com.gt/wp-content/uploads/2021/03/131958000_178527360660363_3277162090496672256_o.jpg,zona-15,Vendido,14.594127,-90.493066,102.5,2.0,3.0,2.0,,,,,2021-03-25,2024-09-10,,
dual-apartamentos,2AT,https://citymap.com.gt/propiedades/dual-apartamentos/,"Ubicados en Zona 15. Con apartamentos de 1, 2 o 3 habitaciones. Con más de 11 amenidades. Direccion: 3a calle zona 15 colonia vista hermosa 1 . Dual apa tame tos e  zo a 15
DUAL - Ve ta de apa tame tos co  u a g a  va iedad de ca acte ísticas que co vie te  al p oyecto e  ú ico.",https://citymap.com.gt/wp-content/uploads/2021/03/131958000_178527360660363_3277162090496672256_o.jpg,zona-15,Vendido,14.594127,-90.493066,86.3,2.0,2.0,2.0,,,,,2021-03-25,2024-09-10,,
dual-apartamentos,2BT,https://citymap.com.gt/propiedades/dual-apartamentos/,"Ubicados en Zona 15. Con apartamentos de 1, 2 o 3 habitaciones. Con más de 11 amenidades. Direccion: 3a calle zona 15 colonia vista hermosa 1 . Dual apa tame tos e  zo a 15
DUAL - Ve ta de apa tame tos co  u a g a  va iedad de ca acte ísticas que co vie te  al p oyecto e  ú ico.",https://citymap.com.gt/wp-content/uploads/2021/03/131958000_178527360660363_3277162090496672256_o.jpg,zona-15,Vendido,14.594127,-90.493066,96.9,2.0,3.0,2.0,,,,,2021-03-25,2024-09-10,,
dual-apartamentos,3A,https://citymap.com.gt/propiedades/dual-apartamentos/,"Ubicados en Zona 15. Con apartamentos de 1, 2 o 3 habitaciones. Con más de 11 amenidades. Direccion: 3a calle zona 15 colonia vista hermosa 1 . Dual apa tame tos e  zo a 15
DUAL - Ve ta de apa tame tos co  u a g a  va iedad de ca acte ísticas que co vie te  al p oyecto e  ú ico.",https://citymap.com.gt/wp-content/uploads/2021/03/131958000_178527360660363_3277162090496672256_o.jpg,zona-15,Vendido,14.594127,-90.493066,121.3,3.0,3.0,2.0,True,,,,2021-03-25,2024-09-10,,
dual-apartamentos,3B,https://citymap.com.gt/propiedades/dual-apartamentos/,"Ubicados en Zona 15. Con apartamentos de 1, 2 o 3 habitaciones. Con más de 11 amenidades. Direccion: 3a calle zona 15 colonia vista hermosa 1 . Dual apa tame tos e  zo a 15
DUAL - Ve ta de apa tame tos co  u a g a  va iedad de ca acte ísticas que co vie te  al p oyecto e  ú ico.",https://citymap.com.gt/wp-content/uploads/2021/03/131958000_178527360660363_3277162090496672256_o.jpg,zona-15,Vendido,14.594127,-90.493066,139.9,3.0,3.0,2.0,True,,,,2021-03-25,2024-09-10,,
dual-apartamentos,3C,https://citymap.com.gt/propiedades/dual-apartamentos/,"Ubicados en Zona 15. Con apartamentos de 1, 2 o 3 habitaciones. Con más de 11 amenidades. Direccion: 3a calle zona 15 colonia vista hermosa 1 . Dual apa tame tos e  zo a 15
DUAL - Ve ta de apa tame tos co  u a g a  va iedad de ca acte ísticas que co vie te  al p oyecto e  ú ico.",https://citymap.com.gt/wp-content/uploads/2021/03/131958000_178527360660363_3277162090496672256_o.jpg,zona-15,Vendido,14.594127,-90.493066,155.7,3.0,4.0,2.0,True,,,,2021-03-25,2024-09-10,,
dual-apartamentos,PH,https://citymap.com.gt/propiedades/dual-apartamentos/,"Ubicados en Zona 15. Con apartamentos de 1, 2 o 3 habitaciones. Con más de 11 amenidades. Direccion: 3a calle zona 15 colonia vista hermosa 1 . Dual apa tame tos e  zo a 15
DUAL - Ve ta de apa tame tos co  u a g a  va iedad de ca acte ísticas que co vie te  al p oyecto e  ú ico.",https://citymap.com.gt/wp-content/uploads/2021/03/131958000_178527360660363_3277162090496672256_o.jpg,zona-15,Vendido,14.594127,-90.493066,230.1,3.0,5.0,2.0,,,,,2021-03-25,2024-09-10,,
moretti,Modelo 69.02m²,https://citymap.com.gt/propiedades/moretti/,"Ubicados en Zona 10. Con apartamentos de 1, 2 o 3 habitaciones. Con más de 2 amenidades. Direccion: 10ma avenida 15-58 zona 10. Mo etti apa tame tos e  zo a 10
Mo etti, u  edificio de apa tame tos de 12  iveles, que of ece opcio es de 1, 2 y 3 do mito ios co  ame idades e focadas e  b i da  calidad de vida a sus  eside tes.",https://citymap.com.gt/wp-content/uploads/2021/03/125965832_175798144223274_6343671443009388821_n.jpg,zona-10,Vendido,14.593888,-90.508426,69.02,1.0,1.0,1.0,,True,,,2021-03-23,2024-04-09,,
moretti,Modelo 72.84m²,https://citymap.com.gt/propiedades/moretti/,"Ubicados en Zona 10. Con apartamentos de 1, 2 o 3 habitaciones. Con más de 2 amenidades. Direccion: 10ma avenida 15-58 zona 10. Mo etti apa tame tos e  zo a 10
Mo etti, u  edificio de apa tame tos de 12  iveles, que of ece opcio es de 1, 2 y 3 do mito ios co  ame idades e focadas e  b i da  calidad de vida a sus  eside tes.",https://citymap.com.gt/wp-content/uploads/2021/03/125965832_175798144223274_6343671443009388821_n.jpg,zona-10,Vendido,14.593888,-90.508426,72.84,2.0,1.0,1.0,,True,,,2021-03-23,2024-04-09,,
moretti,Modelo 100.94m²,https://citymap.com.gt/propiedades/moretti/,"Ubicados en Zona 10. Con apartamentos de 1, 2 o 3 habitaciones. Con más de 2 amenidades. Direccion: 10ma avenida 15-58 zona 10. Mo etti apa tame tos e  zo a 10
Mo etti, u  edificio de apa tame tos de 12  iveles, que of ece opcio es de 1, 2 y 3 do mito ios co  ame idades e focadas e  b i da  calidad de vida a sus  eside tes.",https://citymap.com.gt/wp-content/uploads/2021/03/125965832_175798144223274_6343671443009388821_n.jpg,zona-10,Vendido,14.593888,-90.508426,100.94,2.0,2.0,2.0,,True,,,2021-03-23,2024-04-09,,
moretti,Modelo 115.52m²,https://citymap.com.gt/propiedades/moretti/,"Ubicados en Zona 10. Con apartamentos de 1, 2 o 3 habitaciones. Con más de 2 amenidades. Direccion: 10ma avenida 15-58 zona 10. Mo etti apa tame tos e  zo a 10
Mo etti, u  edificio de apa tame tos de 12  iveles, que of ece opcio es de 1, 2 y 3 do mito ios co  ame idades e focadas e  b i da  calidad de vida a sus  eside tes.",https://citymap.com.gt/wp-content/uploads/2021/03/125965832_175798144223274_6343671443009388821_n.jpg,zona-10,Vendido,14.593888,-90.508426,115.52,2.0,2.0,2.0,,True,,,2021-03-23,2024-04-09,,
moretti,Modelo 101m²,https://citymap.com.gt/propiedades/moretti/,"Ubicados en Zona 10. Con apartamentos de 1, 2 o 3 habitaciones. Con más de 2 amenidades. Direccion: 10ma avenida 15-58 zona 10. Mo etti apa tame tos e  zo a 10
Mo etti, u  edificio de apa tame tos de 12  iveles, que of ece opcio es de 1, 2 y 3 do mito ios co  ame idades e focadas e  b i da  calidad de vida a sus  eside tes.",https://citymap.com.gt/wp-content/uploads/2021/03/125965832_175798144223274_6343671443009388821_n.jpg,zona-10,Vendido,14.593888,-90.508426,101.0,2.0,2.0,2.0,,True,,,2021-03-23,2024-04-09,,
moretti,Modelo 146.11m²,https://citymap.com.gt/propiedades/moretti/,"Ubicados en Zona 10. Con apartamentos de 1, 2 o 3 habitaciones. Con más de 2 amenidades. Direccion: 10ma avenida 15-58 zona 10. Mo etti apa tame tos e  zo a 10
Mo etti, u  edificio de apa tame tos de 12  iveles, que of ece opcio es de 1, 2 y 3 do mito ios co  ame idades e focadas e  b i da  calidad de vida a sus  eside tes.",https://citymap.com.gt/wp-content/uploads/2021/03/125965832_175798144223274_6343671443009388821_n.jpg,zona-10,Vendido,14.593888,-90.508426,146.11,3.0,3.0,2.0,,True,,,2021-03-23,2024-04-09,,
